simulation,mean_intensity,max_intensity,min_intensity,std_intensity,median_intensity,skewness,left_mean,right_mean,asymmetry_left_right,hot_region_ratio,hot_region_mean,hot_region_max,entropy,contrast_simple,energy_simple,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,glcm_energy_mean,glcm_energy_std,number_of_nodes,number_of_edges,graph_density,average_degree,average_clustering,mean_node_temperature,std_node_temperature,max_node_temperature,thermal_gradient_mean,thermal_gradient_std,hot_nodes_ratio,hot_nodes_degree_mean,centrality_mean,centrality_max
normal_simulated,0.7480545043945312,1.0,0.0,0.30490225553512573,0.9036974906921387,-1.0932704210281372,0.7479860782623291,0.748123049736023,0.00013697147369384766,0.10003662109375,0.9987605214118958,1.0,3.8142008542336456,1.0,0.652550995349884,4.341367363415184,4.0214078295046045,1.0717834424561932,0.5930273196361766,0.6896524331792974,0.09824714580476317,0.9709138378461305,0.02841959497814327,0.14740541597257198,0.0031975701015997376,0.38391146795060366,0.004171420451670766,64.0,112.0,0.05555555555555555,3.5,0.0,0.7480545043945312,0.25528067350387573,0.998751699924469,0.12068814039230347,0.17448009550571442,0.109375,4.0,0.0555555559694767,0.0634920671582222
suspect_simulated,0.5615626573562622,1.0,0.0,0.23567217588424683,0.665812611579895,-0.9234046936035156,0.5573574304580688,0.565767765045166,0.008410334587097168,0.10003662109375,0.8292593359947205,1.0,4.286532874191801,1.0,0.3708939552307129,2.4018157351400657,2.156936550860123,0.8480248700151151,0.4655563256189654,0.7026806640167624,0.10752537437805389,0.9737547642149226,0.024731094752788167,0.06288622742590924,0.006832314001783462,0.2503906554533258,0.013811121879236948,64.0,112.0,0.05555555555555555,3.5,0.0,0.5615625977516174,0.20048439502716064,0.8978509902954102,0.1006825640797615,0.1242980808019638,0.109375,4.0,0.0555555559694767,0.0634920671582222
