simulation,mean_T,max_T,std_T,hotspot_delta_vs_normal
normal,33.985382080078125,34.654056549072266,0.8092278838157654,0.0
suspect_source,34.02294158935547,35.60234832763672,0.848973274230957,0.9547004699707031
